,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country_x,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude_x,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Country_y,IATA_y,ICAO_y,destination_latitude,destination_longitude,Altitude_y,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent
225,BT,333,RIX,3953,TAS,2983,Y,0.0,763,3953.0,Riga International Airport,Riga,Latvia,RIX,EVRA,56.92359924,23.97109985,36.0,2,E,Europe/Riga,Europe,2983.0,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.25790024,69.28119659,1417.0,5,U,Asia/Samarkand,Asia
281,OS,491,VIE,1613,EVN,3964,Y,0.0,320 321,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,3964.0,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.14730072,44.39590073,2838.0,4,E,Asia/Yerevan,Asia
282,TD,1048,VIE,1613,EVN,3964,Y,0.0,321,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,3964.0,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.14730072,44.39590073,2838.0,4,E,Asia/Yerevan,Asia
283,UA,5209,VIE,1613,EVN,3964,Y,0.0,320 321,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,3964.0,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.14730072,44.39590073,2838.0,4,E,Asia/Yerevan,Asia
303,Z6,16120,DNK,2941,EVN,3964,Y,0.0,ER4,2941.0,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.35720062,35.1006012,481.0,2,E,Europe/Kiev,Europe,3964.0,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.14730072,44.39590073,2838.0,4,E,Asia/Yerevan,Asia
419,UN,5067,SIN,3316,DME,4029,Y,0.0,77W,3316.0,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22.0,8,N,Asia/Singapore,Asia,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe
510,S7,4329,NRT,2279,DME,4029,Y,0.0,787,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe
563,S7,4329,AMM,2170,DME,4029,Y,0.0,320,2170.0,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839,2395.0,2,E,Asia/Amman,Asia,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe
569,S7,4329,AUH,2179,DME,4029,Y,0.0,330,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe
576,UN,5067,IAH,3550,DME,4029,Y,0.0,77W,3550.0,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843998,-95.34140015,97.0,-6,A,America/Chicago,North America,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe
603,S7,4329,OSS,2913,DME,4029,Y,0.0,738,2913.0,Osh Airport,Osh,Kyrgyzstan,OSS,UAFO,40.60900116,72.79329681,2927.0,6,U,Asia/Bishkek,Asia,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe
691,US,5265,ZRH,1678,IST,1701,Y,0.0,320,1678.0,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.464699,8.54917,1416.0,1,E,Europe/Zurich,Europe,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
698,US,5265,ORD,3830,IST,1701,Y,0.0,330,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
704,OZ,28,NBO,4059,IST,1701,Y,0.0,738,4059.0,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,HKJK,-1.319239974,36.92779922,5330.0,3,N,Africa/Nairobi,Africa,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
722,US,5265,MUC,346,IST,1701,Y,0.0,320 321 738,346.0,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487.0,1,E,Europe/Berlin,Europe,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
746,US,5265,LAX,3484,IST,1701,Y,0.0,77W,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
764,US,5265,JFK,3797,IST,1701,Y,0.0,330 77W,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
798,US,5265,FRA,340,IST,1701,Y,0.0,320 330 321 343 332,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
803,AA,24,LHR,507,IST,1701,Y,0.0,767 320,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
822,OS,491,VIE,1613,IST,1701,Y,0.0,320 100 319,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
895,MS,2143,HBE,3410,IST,1701,Y,0.0,73W 319,3410.0,Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,30.91769981,29.69639969,177.0,2,U,Africa/Cairo,Africa,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
931,US,5265,IAD,3714,IST,1701,Y,0.0,330,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
1006,Z6,16120,DNK,2941,IST,1701,Y,0.0,ER4,2941.0,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.35720062,35.1006012,481.0,2,E,Europe/Kiev,Europe,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia
1042,S7,4329,GYD,2922,LED,2948,Y,0.0,757,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe
1288,SU,130,URC,3399,SVO,2985,Y,0.0,737,3399.0,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.90710068,87.47419739,2125.0,8,U,Asia/Shanghai,Asia,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe
1295,KQ,3126,DXB,2188,SVO,2985,Y,0.0,320,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe
1303,CU,1936,HAV,1909,SVO,2985,Y,0.0,332,1909.0,José Martí International Airport,Havana,Cuba,HAV,MUHA,22.98920059,-82.40910339,210.0,-5,U,America/Havana,North America,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe
1851,TK,4951,MLA,1606,SAW,4317,Y,0.0,320,1606.0,Malta International Airport,Malta,Malta,MLA,LMML,35.857498,14.4775,300.0,1,E,Europe/Malta,Europe,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia
1915,S7,4329,HKG,3077,OVB,4078,Y,0.0,738,3077.0,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.308901,113.915001,28.0,8,U,Asia/Hong_Kong,Asia,4078.0,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01259995,82.65070343,365.0,7,N,Asia/Krasnoyarsk,Europe
1978,OK,1946,GYD,2922,PRG,1587,Y,0.0,320,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia,1587.0,Václav Havel Airport Prague,Prague,Slovenia,PRG,LKPR,50.1008,14.26,1247.0,1,E,Europe/Prague,Europe
2036,QF,4089,DXB,2188,PRG,1587,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,1587.0,Václav Havel Airport Prague,Prague,Slovenia,PRG,LKPR,50.1008,14.26,1247.0,1,E,Europe/Prague,Europe
2142,HY,5281,TAS,2983,PRG,1587,Y,0.0,319,2983.0,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.25790024,69.28119659,1417.0,5,U,Asia/Samarkand,Asia,1587.0,Václav Havel Airport Prague,Prague,Slovenia,PRG,LKPR,50.1008,14.26,1247.0,1,E,Europe/Prague,Europe
2205,S7,4329,DME,4029,OSS,2913,Y,0.0,738,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,2913.0,Osh Airport,Osh,Kyrgyzstan,OSS,UAFO,40.60900116,72.79329681,2927.0,6,U,Asia/Bishkek,Asia
2598,A3,96,PHL,3752,ATH,3941,Y,0.0,332,3752.0,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.87189865,-75.2410965,36.0,-5,A,America/New_York,North America,3941.0,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.93640137,23.94449997,308.0,2,E,Europe/Athens,Europe
3005,Z6,16120,DNK,2941,BUS,3971,Y,0.0,ER4,2941.0,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.35720062,35.1006012,481.0,2,E,Europe/Kiev,Europe,3971.0,Batumi International Airport,Batumi,Georgia,BUS,UGSB,41.61029816,41.59970093,105.0,4,N,Asia/Tbilisi,Asia
3030,AB,214,ORD,3830,DUS,345,Y,0.0,763,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3032,BA,1355,ORD,3830,DUS,345,Y,0.0,763,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3033,IB,2822,ORD,3830,DUS,345,Y,0.0,763,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3035,UA,5209,ORD,3830,DUS,345,Y,0.0,343,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3064,AF,137,ATL,3682,DUS,345,Y,0.0,76W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3066,KL,3090,ATL,3682,DUS,345,Y,0.0,76W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3067,AA,24,RSW,3793,DUS,345,Y,0.0,330,3793.0,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.53619957,-81.75520325,30.0,-5,A,America/New_York,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3083,LH,3320,PEK,3364,DUS,345,Y,0.0,330,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3084,AA,24,LAX,3484,DUS,345,Y,0.0,330,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3089,QF,4089,DXB,2188,DUS,345,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3090,AA,24,JFK,3797,DUS,345,Y,0.0,330,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3092,AA,24,MIA,3576,DUS,345,Y,0.0,330,3576.0,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8.0,-5,A,America/New_York,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3215,LH,3320,NRT,2279,DUS,345,Y,0.0,788,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3232,AA,24,AUH,2179,DUS,345,Y,0.0,330,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3236,UA,5209,EWR,3494,DUS,345,Y,0.0,343,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe
3294,J2,197,GYD,2922,FRA,340,Y,0.0,333 343,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3296,UA,5209,GYD,2922,FRA,340,Y,0.0,333,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3300,LH,3320,ACC,248,FRA,340,Y,0.0,333,248.0,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.6051898,-0.166786,205.0,0,N,Africa/Accra,Africa,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3301,AV,515,BOG,2709,FRA,340,Y,0.0,346,2709.0,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.70159,-74.1469,8361.0,-5,U,America/Bogota,South America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3324,JJ,4867,GIG,2560,FRA,340,Y,0.0,744,2560.0,Rio Galeão  Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.80999947,-43.25055695,28.0,-3,S,America/Sao_Paulo,South America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3336,SN,1531,LOS,273,FRA,340,Y,0.0,333,273.0,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.577370167,3.321160078,135.0,1,N,Africa/Lagos,Africa,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3337,UA,5209,LOS,273,FRA,340,Y,0.0,333,273.0,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.577370167,3.321160078,135.0,1,N,Africa/Lagos,Africa,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3339,LH,3320,YUL,146,FRA,340,Y,0.0,333,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3345,NH,324,KIX,3992,FRA,340,Y,0.0,744,3992.0,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.4272995,135.2440033,26.0,9,U,Asia/Tokyo,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3349,AZ,596,SGN,3205,FRA,340,Y,0.0,777,3205.0,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.81879997,106.6520004,33.0,7,U,Asia/Saigon,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3377,AF,137,ATL,3682,FRA,340,Y,0.0,764,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3379,KL,3090,ATL,3682,FRA,340,Y,0.0,764,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3381,UA,5209,ATL,3682,FRA,340,Y,0.0,343,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3383,UA,5209,MCO,3878,FRA,340,Y,0.0,744,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3409,LH,3320,CTU,3395,FRA,340,Y,0.0,330,3395.0,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.57850075,103.9469986,1625.0,8,U,Asia/Shanghai,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3413,CA,751,NKG,3388,FRA,340,Y,0.0,343,3388.0,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.74200058,118.8619995,49.0,8,U,Asia/Shanghai,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3420,CA,751,SHE,4144,FRA,340,Y,0.0,343,4144.0,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.63980103,123.4830017,198.0,8,U,Asia/Shanghai,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3422,AC,330,YVR,156,FRA,340,Y,0.0,744,156.0,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19390106,-123.1839981,14.0,-8,A,America/Vancouver,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3427,UA,5209,LAX,3484,FRA,340,Y,0.0,74H,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3436,QF,4089,DXB,2188,FRA,340,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3437,AC,330,JED,2072,FRA,340,Y,0.0,333,2072.0,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48.0,3,U,Asia/Riyadh,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3438,ET,2220,JED,2072,FRA,340,Y,0.0,333,2072.0,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48.0,3,U,Asia/Riyadh,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
3440,SK,4319,JED,2072,FRA,340,Y,0.0,333,2072.0,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48.0,3,U,Asia/Riyadh,Asia,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe
